-200,3932,138,138,139,139,0,0,36038
-200,3932,138,138,139,139,0,0,0
-201,3932,138,138,139,139,0,0,1
-201,3913,138,139,139,139,0,0,7
-201,3984,138,139,139,139,0,0,6
-201,3802,138,139,139,139,0,0,7
-200,3977,138,138,139,139,0,0,6
-201,3957,138,139,139,139,0,0,7
-200,3974,137,139,139,139,0,0,7
-201,4013,138,138,139,139,0,0,6
-200,3930,138,138,139,139,0,0,7
-201,4010,138,139,139,138,0,0,6
-200,3735,138,139,139,141,0,0,7
-201,4035,140,138,139,139,0,0,7
-200,3938,138,138,139,139,0,0,6
-200,4040,138,139,139,139,0,0,7
-200,4057,138,138,139,139,0,0,5
-200,3962,138,138,139,139,0,0,7
-201,4052,138,139,139,139,0,0,6
-200,3756,138,138,139,139,0,0,7
-200,4052,136,138,139,139,0,0,6
-200,4046,138,139,139,139,0,0,7
-200,4025,138,138,139,139,0,0,7
-201,4081,138,138,139,139,0,0,6
-202,3946,138,139,139,139,0,0,7
-201,4079,138,138,139,139,0,0,6
-201,4056,138,139,140,139,0,0,7
-201,4095,138,138,139,139,0,0,7
-201,3979,138,139,139,139,0,0,6
-201,4094,138,139,139,139,0,0,7
-201,3842,138,139,139,139,0,0,6
-201,4095,138,139,139,139,0,0,7
-201,3953,136,138,139,141,0,0,6
-201,4086,138,139,139,139,0,0,7
-202,4095,138,139,139,138,0,0,7
-203,4047,138,138,139,139,0,0,6
-200,3833,138,137,139,139,0,0,7
-202,4095,138,139,139,139,0,0,6
-201,4087,138,138,139,139,0,0,7
-201,4082,136,139,139,137,0,0,7
-202,4095,138,138,140,139,0,0,6
-201,4039,138,138,139,139,0,0,7
-202,4095,138,139,139,139,0,0,6
-201,3889,138,138,139,139,0,0,7
-201,4095,140,139,139,139,0,0,7
-201,4095,138,139,139,139,0,0,6
-202,4095,138,139,139,139,0,0,7
-201,4038,138,138,139,138,0,0,6
-201,4095,138,138,139,139,0,0,7
-201,3900,138,138,139,139,0,0,6
-200,4095,137,138,139,139,0,0,7
-200,4087,138,139,139,139,0,0,7
-200,4088,138,138,139,139,0,0,6
-201,4095,138,138,139,139,0,0,7
-201,4039,138,140,139,138,0,0,6
-201,4095,138,139,139,139,0,0,7
-200,4091,138,139,139,139,0,0,7
-200,4095,138,138,139,139,0,0,6
-200,4059,138,139,139,139,0,0,7
-201,4095,138,139,139,139,0,0,6
-200,3964,138,138,139,139,0,0,7
-200,4095,138,139,139,139,0,0,7
-200,3813,138,139,140,139,0,0,6
-200,4095,138,138,139,139,0,0,7
-200,4087,139,138,139,139,0,0,6
-200,4087,138,138,139,139,0,0,7
-200,4095,138,138,139,139,0,0,6
-200,4095,139,138,139,139,0,0,7
-199,4083,138,139,139,139,0,0,7
-200,4090,137,139,139,140,0,0,6
-200,4095,138,139,139,139,0,0,7
-199,4053,138,138,139,139,0,0,6
-200,4095,138,139,139,141,0,0,7
-199,3883,138,138,139,139,0,0,7
-199,4095,138,138,139,139,0,0,6
-199,4082,138,139,140,139,0,0,7
-200,4081,138,140,139,139,0,0,6
-199,3946,140,138,139,139,0,0,7
-200,4095,138,138,139,139,0,0,6
